City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
290,Trinidad,BO,2021-12-04 08:59:34,-14.8333,-64.9,76.08,89,99,4.47
291,Noshiro,JP,2021-12-04 08:59:35,40.2039,140.0242,32.94,79,100,11.45
292,Yulara,AU,2021-12-04 08:59:35,-25.2406,130.9889,102.04,10,96,11.5
293,Santa Rosa,PH,2021-12-04 08:59:36,14.3122,121.1114,82.38,69,60,16.17
294,Novikovo,RU,2021-12-04 08:59:36,51.1537,37.8879,33.82,70,99,10.92
295,Ajdabiya,LY,2021-12-04 08:59:36,30.7554,20.2263,66.16,44,51,24.58
296,Monchegorsk,RU,2021-12-04 08:59:37,67.9397,32.8739,-1.59,96,44,1.54
297,Aykhal,RU,2021-12-04 08:59:37,66.0,111.5,5.45,95,100,14.72
298,Bathsheba,BB,2021-12-04 08:59:37,13.2167,-59.5167,79.41,78,40,14.97
299,Starokostyantyniv,UA,2021-12-04 08:59:38,49.7576,27.2034,30.81,69,38,8.08
300,Korla,CN,2021-12-04 08:59:38,41.7597,86.1469,36.46,38,30,3.49
301,Fairbanks,US,2021-12-04 08:59:39,64.8378,-147.7164,-26.01,73,5,2.57
302,Huanren,CN,2021-12-04 08:59:39,41.2647,125.3667,13.71,91,10,1.81
303,Keti Bandar,PK,2021-12-04 08:59:40,24.1447,67.4497,82.02,24,0,5.99
304,Kokkola,FI,2021-12-04 08:59:40,63.8385,23.1307,26.92,83,0,8.05
305,Naze,JP,2021-12-04 08:59:41,28.3667,129.4833,58.12,62,88,21.03
306,Norman Wells,CA,2021-12-04 08:59:41,65.282,-126.8329,-39.96,67,20,2.3
307,Te Anau,NZ,2021-12-04 08:59:41,-45.4167,167.7167,57.96,97,100,1.68
308,Ozernovskiy,RU,2021-12-04 08:59:42,51.5,156.5167,35.56,98,100,6.49
309,Sarvar,HU,2021-12-04 08:59:42,47.2539,16.9352,33.66,70,100,13.71
310,Filadelfia,US,2021-12-04 08:59:43,39.9523,-75.1638,44.15,62,100,1.01
311,Srednekolymsk,RU,2021-12-04 08:59:43,67.45,153.6833,-23.75,98,99,6.89
312,Viedma,AR,2021-12-04 08:59:43,-40.8135,-62.9967,51.33,71,37,5.28
313,Dawson Creek,CA,2021-12-04 08:56:21,55.7666,-120.2362,1.04,78,20,4.61
314,Bambanglipuro,ID,2021-12-04 08:55:07,-7.95,110.2833,64.6,82,100,10.74
315,Torbay,CA,2021-12-04 08:59:44,47.6666,-52.7314,38.57,91,90,23.02
316,Guerrero Negro,MX,2021-12-04 08:59:45,27.9769,-114.0611,61.63,85,55,11.56
317,Osoyoos,CA,2021-12-04 08:59:45,49.0331,-119.4524,39.0,75,100,2.59
318,Touros,BR,2021-12-04 08:59:45,-5.1989,-35.4608,79.7,77,100,13.35
319,Ivybridge,GB,2021-12-04 08:59:45,50.3904,-3.9191,44.49,84,39,23.0
320,Bowen,AU,2021-12-04 09:00:46,-20.0167,148.2333,81.01,68,28,14.74
321,Diego De Almagro,CL,2021-12-04 09:00:46,-26.3667,-70.05,59.67,34,2,2.64
322,Miles City,US,2021-12-04 09:00:47,46.4083,-105.8406,31.51,68,100,9.78
323,Campo Verde,BR,2021-12-04 09:00:47,-20.4167,-54.0667,70.68,83,4,4.16
324,Portland,US,2021-12-04 08:57:00,45.5234,-122.6762,41.59,94,75,1.99
325,Zhigansk,RU,2021-12-04 09:00:48,66.7697,123.3711,-15.41,97,100,23.58
326,Povenets,RU,2021-12-04 09:00:48,62.8487,34.8262,10.56,75,52,16.91
327,Boyolangu,ID,2021-12-04 09:00:49,-8.1181,111.8935,80.04,84,100,6.51
328,Quila,MX,2021-12-04 09:00:49,24.4228,-107.22,66.11,61,34,3.42
329,Beringovskiy,RU,2021-12-04 09:00:49,63.05,179.3167,13.19,68,1,9.08
330,Letca,RO,2021-12-04 09:00:50,47.3333,23.45,32.65,68,8,5.23
331,Mana,GF,2021-12-04 09:00:50,5.6592,-53.7767,76.05,92,99,6.91
332,Kongoussi,BF,2021-12-04 09:00:51,13.3258,-1.5347,83.97,16,100,9.98
333,Paamiut,GL,2021-12-04 09:00:51,61.994,-49.6678,41.45,68,100,47.13
334,Linares,CL,2021-12-04 09:00:52,-35.85,-71.6,48.61,68,6,3.47
335,Grindavik,IS,2021-12-04 09:00:52,63.8424,-22.4338,30.67,100,20,1.14
336,Neftcala,AZ,2021-12-04 09:00:52,39.3742,49.2472,56.21,62,37,7.11
337,Petropavlovsk-Kamchatskiy,RU,2021-12-04 09:00:53,53.0452,158.6483,31.66,98,100,6.33
338,Den Helder,NL,2021-12-04 09:00:53,52.9599,4.7593,43.07,97,90,10.0
339,San Patricio,US,2021-12-04 09:00:54,28.017,-97.5169,71.83,97,13,7.34
340,Gondar,ET,2021-12-04 09:00:54,12.6,37.4667,73.63,23,0,1.99
341,Visby,SE,2021-12-04 08:58:52,57.6409,18.296,32.05,86,75,10.36
342,Vao,NC,2021-12-04 09:00:55,-22.6667,167.4833,76.78,84,92,14.54
343,Aketi,CD,2021-12-04 09:00:55,2.7388,23.7833,81.68,67,98,2.28
344,Havre-Saint-Pierre,CA,2021-12-04 09:00:55,50.2334,-63.5986,22.8,55,10,20.31
345,Port Macquarie,AU,2021-12-04 09:00:56,-31.4333,152.9167,69.69,100,90,10.36
346,Saldanha,ZA,2021-12-04 09:00:56,-33.0117,17.9442,65.57,66,99,6.33
347,Burns Lake,CA,2021-12-04 09:00:11,54.2331,-125.7533,20.75,90,96,3.36
348,Kamenka,RU,2021-12-04 09:00:57,51.3223,42.7678,34.75,97,100,6.89
349,Lar,IN,2021-12-04 09:00:57,26.2039,83.9717,82.08,32,54,0.83
350,Solnechnyy,RU,2021-12-04 09:00:58,50.7214,136.6319,-4.41,98,66,4.81
351,Hudson Bay,CA,2021-12-04 09:00:58,52.85,-102.3842,0.16,97,16,5.03
352,Rosario,AR,2021-12-04 08:57:24,-32.9468,-60.6393,66.11,85,75,1.99
353,Cherskiy,RU,2021-12-04 09:00:58,68.75,161.3,-14.04,97,100,14.47
354,Belmonte,BR,2021-12-04 09:00:59,-15.8631,-38.8828,74.41,87,89,2.1
355,Cap Malheureux,MU,2021-12-04 09:00:59,-19.9842,57.6142,83.46,66,2,11.01
356,Riohacha,CO,2021-12-04 09:01:00,11.5444,-72.9072,75.85,91,77,9.98
357,Rawson,AR,2021-12-04 09:01:00,-43.3002,-65.1023,59.76,50,0,23.09
358,Atar,MR,2021-12-04 09:01:00,20.5169,-13.0499,70.74,22,12,8.5
359,Cururupu,BR,2021-12-04 09:01:01,-1.8283,-44.8683,75.45,89,100,2.75
360,Wuzhou,CN,2021-12-04 09:01:01,23.4833,111.3167,68.61,22,14,3.76
361,Vanimo,PG,2021-12-04 09:01:02,-2.6741,141.3028,79.86,88,100,11.16
362,Strelka,RU,2021-12-04 09:01:02,58.0728,93.0344,24.89,92,100,12.33
363,Zhezkazgan,KZ,2021-12-04 09:01:03,47.8043,67.7144,30.52,63,100,9.75
364,Poya,NC,2021-12-04 09:01:03,-21.35,165.15,77.99,80,100,2.89
365,Darhan,MN,2021-12-04 09:01:03,49.4867,105.9228,15.94,83,73,0.63
366,Kavieng,PG,2021-12-04 09:01:04,-2.5744,150.7967,83.66,76,63,8.99
367,Bahar,IR,2021-12-04 09:02:04,34.9072,48.4414,48.99,25,20,3.04
368,Mao,ES,2021-12-04 09:02:05,39.8885,4.2658,59.56,77,20,13.8
369,Maniitsoq,GL,2021-12-04 09:02:05,65.4167,-52.9,30.72,79,100,21.36
370,Egvekinot,RU,2021-12-04 09:02:05,66.3167,-179.1667,-19.07,98,47,1.7
371,Dryden,CA,2021-12-04 08:58:54,49.7833,-92.7503,14.29,73,90,10.36
372,Ormara,PK,2021-12-04 09:02:06,25.2088,64.6357,75.63,53,0,8.88
373,Minggang,CN,2021-12-04 09:02:06,32.4586,114.0486,57.56,23,0,2.24
374,Pionerskiy,RU,2021-12-04 09:02:07,54.9508,20.2275,31.84,85,100,16.46
375,Riyadh,SA,2021-12-04 09:02:07,24.6877,46.7219,66.56,26,100,2.82
376,Turka,UA,2021-12-04 09:02:07,49.1541,23.0297,25.93,74,26,6.69
377,Lesosibirsk,RU,2021-12-04 09:02:08,58.2358,92.4828,24.75,90,100,11.99
378,Porto Novo,BJ,2021-12-04 09:02:08,6.4965,2.6036,87.3,63,96,1.34
379,Biltine,TD,2021-12-04 09:02:09,14.5333,20.9167,87.89,15,0,2.59
380,Podyuga,RU,2021-12-04 09:02:09,61.095,40.8647,6.67,94,100,12.35
381,Songjianghe,CN,2021-12-04 09:02:10,42.1859,127.479,7.0,94,43,3.44
382,Kandi,BJ,2021-12-04 09:02:10,11.1342,2.9386,83.93,16,100,6.55
383,Kochevo,RU,2021-12-04 09:02:11,59.5994,54.3125,30.65,98,100,7.38
384,Necochea,AR,2021-12-04 09:02:11,-38.5473,-58.7368,46.04,78,1,8.12
385,Dharchula,IN,2021-12-04 09:02:11,29.85,80.5333,71.74,34,0,4.68
386,Sai Buri,TH,2021-12-04 09:02:12,6.7013,101.6168,79.97,73,69,10.36
387,Codrington,AU,2021-12-04 09:02:12,-38.2667,141.9667,56.28,69,100,10.25
388,Kruisfontein,ZA,2021-12-04 09:02:13,-34.0033,24.7314,66.88,60,100,13.24
389,Dubti,ET,2021-12-04 09:02:13,11.7361,41.0853,86.27,31,4,8.68
390,Port Lincoln,AU,2021-12-04 09:02:13,-34.7333,135.8667,60.28,69,52,14.34
391,Digora,RU,2021-12-04 09:02:14,43.1581,44.1569,58.78,32,7,1.97
392,Hayden,US,2021-12-04 09:02:14,47.766,-116.7866,35.91,78,90,8.05
393,Xam Nua,LA,2021-12-04 09:02:15,20.4197,104.0439,64.29,42,84,3.51
394,Wharton,US,2021-12-04 09:02:15,29.3116,-96.1027,69.48,100,90,4.61
395,Fortuna,US,2021-12-04 09:02:16,40.5982,-124.1573,50.36,76,90,1.01
396,Berdigestyakh,RU,2021-12-04 09:02:16,62.0989,126.6992,-10.86,97,100,10.8
397,Toledo,ES,2021-12-04 09:01:12,39.8333,-4.0,51.08,72,0,8.59
398,Mirnyy,RU,2021-12-04 09:02:16,62.5353,113.9611,23.23,92,100,8.99
399,Zeya,RU,2021-12-04 09:02:17,53.75,127.2667,4.86,44,100,3.83
400,Nome,US,2021-12-04 08:59:30,64.5011,-165.4064,8.67,78,90,25.32
401,Balas,PH,2021-12-04 09:02:18,15.0335,120.6059,79.86,74,72,15.21
402,Wakkanai,JP,2021-12-04 09:02:18,45.4094,141.6739,31.8,86,99,22.73
403,Kupino,RU,2021-12-04 09:02:18,54.3663,77.2981,25.83,92,99,12.77
404,Narsaq,GL,2021-12-04 09:02:19,60.9167,-46.05,41.22,97,100,20.69
405,Nhulunbuy,AU,2021-12-04 09:02:19,-12.2333,136.7667,88.41,66,100,6.91
406,Hasaki,JP,2021-12-04 09:02:20,35.7333,140.8333,48.29,56,0,2.48
407,Macae,BR,2021-12-04 09:02:20,-22.3708,-41.7869,67.77,90,1,3.33
408,Masallatah,LY,2021-12-04 09:02:20,32.6167,14.0,55.69,56,99,22.26
409,Pokrovsk,UA,2021-12-04 09:02:21,48.282,37.1758,36.5,95,100,9.55
410,Paramonga,PE,2021-12-04 09:02:21,-10.6667,-77.8333,65.52,90,100,6.06
411,Qaqortoq,GL,2021-12-04 09:02:22,60.7167,-46.0333,41.5,94,100,25.43
412,Kyra,RU,2021-12-04 09:02:22,49.5776,111.9753,16.77,84,30,3.18
413,Laminusa,PH,2021-12-04 09:03:22,5.5549,120.9136,82.87,72,91,3.8
414,Shache,CN,2021-12-04 09:03:23,38.4167,77.2406,41.31,21,65,2.26
415,Moba,CN,2021-12-04 09:03:23,33.2288,105.0179,45.97,52,7,4.68
416,Yumen,CN,2021-12-04 09:03:24,40.2833,97.2,38.37,25,6,8.81
417,Pafos,CY,2021-12-04 09:03:24,34.7667,32.4167,66.11,42,20,4.61
418,Aleksandrov Gay,RU,2021-12-04 09:03:24,50.147,48.5704,43.83,82,87,21.54
419,Koumac,NC,2021-12-04 09:03:25,-20.5667,164.2833,79.83,77,100,1.59
420,Luba,GQ,2021-12-04 09:03:25,3.4568,8.5547,82.78,76,94,2.82
421,Tukrah,LY,2021-12-04 09:03:26,32.5341,20.5791,61.66,64,49,20.49
422,Alta Floresta,BR,2021-12-04 09:03:26,-9.8756,-56.0861,70.77,99,100,3.56
423,Katsuura,JP,2021-12-04 09:03:26,35.1333,140.3,55.51,63,2,8.21
424,Dublin,US,2021-12-04 09:03:27,37.7021,-121.9358,54.63,87,90,1.01
425,Collingwood,CA,2021-12-04 09:00:02,44.4834,-80.2164,32.9,85,77,12.8
426,Novorzhev,RU,2021-12-04 09:03:27,57.0294,29.3338,18.91,95,95,4.94
427,Salinas,US,2021-12-04 09:03:28,36.6777,-121.6555,54.84,80,90,3.44
428,Varzea Da Palma,BR,2021-12-04 09:03:28,-17.5981,-44.7308,67.71,93,2,1.77
429,Amuntai,ID,2021-12-04 09:02:56,-2.4177,115.2494,82.83,86,55,1.74
430,Half Moon Bay,US,2021-12-04 09:03:29,37.4636,-122.4286,55.26,86,90,4.61
431,Nakusp,CA,2021-12-04 09:03:29,50.2499,-117.8023,30.47,92,100,0.67
432,Nortelandia,BR,2021-12-04 09:03:30,-14.4547,-56.8028,72.9,97,100,3.36
433,Salalah,OM,2021-12-04 09:03:30,17.0151,54.0924,82.49,51,0,13.8
434,Pedernales,DO,2021-12-04 09:03:30,18.0384,-71.744,77.92,74,99,1.95
435,Spiez,CH,2021-12-04 09:03:31,46.6847,7.6911,45.72,96,100,25.01
436,Havelock,US,2021-12-04 08:59:11,34.8791,-76.9013,53.55,88,53,5.39
437,Lata,PT,2021-12-04 09:03:31,40.1629,-8.3327,56.05,97,100,5.77
438,Kachug,RU,2021-12-04 09:03:32,53.9606,105.8817,21.22,90,100,3.18
439,Kaliyaganj,IN,2021-12-04 09:03:32,25.6333,88.3167,81.0,41,93,1.28
440,Afua,BR,2021-12-04 09:03:33,-0.1567,-50.3867,73.94,95,100,5.26
441,Broome,US,2021-12-04 09:03:33,42.2506,-75.833,33.84,73,90,3.0
442,Quebec,CA,2021-12-04 08:58:47,46.8123,-71.2145,10.44,75,20,5.99
443,Lobva,RU,2021-12-04 09:03:33,59.1854,60.5185,27.55,96,100,6.89
444,Severodvinsk,RU,2021-12-04 09:03:34,64.5635,39.8302,-2.09,84,81,13.02
445,Lagoa,PT,2021-12-04 09:03:34,39.05,-27.9833,63.93,87,100,11.41
446,Mwinilunga,ZM,2021-12-04 09:03:35,-11.7358,24.4293,86.16,31,30,8.28
447,Fukue,JP,2021-12-04 09:03:35,32.6881,128.8419,53.92,59,17,20.38
448,Kiruna,SE,2021-12-04 09:03:36,67.8557,20.2251,5.92,92,90,2.3
449,Ambon,ID,2021-12-04 09:03:36,-3.6954,128.1814,77.14,94,40,4.61
450,Buraydah,SA,2021-12-04 09:03:36,26.326,43.975,68.2,27,67,5.28
451,Nabire,ID,2021-12-04 09:03:37,-3.3667,135.4833,78.76,90,100,3.76
452,Ramtek,IN,2021-12-04 09:03:37,21.4,79.3333,83.16,25,5,5.1
453,Naantali,FI,2021-12-04 09:03:37,60.4674,22.0243,23.11,93,75,6.91
454,Suixi,CN,2021-12-04 09:03:38,33.8907,116.7747,52.72,28,1,3.2
455,Mehamn,NO,2021-12-04 09:03:38,71.0357,27.8492,16.48,75,47,13.15
456,Bafra,TR,2021-12-04 09:03:39,41.5678,35.9069,62.74,34,26,11.12
457,Natal,BR,2021-12-04 09:03:39,-5.795,-35.2094,81.25,83,40,8.05
458,Bandarbeyla,SO,2021-12-04 09:03:39,9.4942,50.8122,82.11,59,1,23.11
459,Gushikawa,JP,2021-12-04 09:03:40,26.3544,127.8686,65.43,55,90,14.97
460,Kisujszallas,HU,2021-12-04 09:03:40,47.2167,20.7667,33.98,72,73,4.94
461,Mandalgovi,MN,2021-12-04 09:04:41,45.7625,106.2708,25.03,28,0,13.22
462,Mucurici,BR,2021-12-04 09:04:41,-18.0933,-40.5158,68.86,95,79,8.05
463,Karaidel,RU,2021-12-04 09:04:42,55.8337,56.9069,36.72,88,100,18.39
464,Batsfjord,NO,2021-12-04 09:04:42,70.6345,29.7185,17.11,78,60,12.37
465,Beihai,CN,2021-12-04 09:04:42,21.4833,109.1,68.72,43,97,6.93
466,Belyy Yar,RU,2021-12-04 09:04:43,53.6039,91.3903,35.49,54,0,17.9
467,Salinopolis,BR,2021-12-04 09:04:12,-0.6136,-47.3561,78.71,87,100,7.09
468,Coihaique,CL,2021-12-04 09:04:44,-45.5752,-72.0662,47.01,87,0,3.44
469,Klyuchi,RU,2021-12-04 09:04:44,52.2667,79.1667,25.52,88,76,11.07
470,Asfi,MA,2021-12-04 09:04:44,32.2994,-9.2372,55.13,67,2,13.65
471,Reftinskiy,RU,2021-12-04 09:04:45,57.0901,61.6769,34.2,93,100,12.03
472,Praia,CV,2021-12-04 09:03:47,14.9215,-23.5087,72.14,78,75,21.85
473,Milkovo,RU,2021-12-04 09:04:45,54.7167,158.6167,26.56,98,100,1.81
474,Great Yarmouth,GB,2021-12-04 09:02:08,52.6083,1.7305,42.46,91,100,17.96
475,Castelldefels,ES,2021-12-04 09:04:46,41.2779,1.9703,56.14,73,0,10.83
476,Oleksandrivka,UA,2021-12-04 09:04:46,48.9634,32.2349,34.18,71,100,3.78
477,Ponta Delgada,PT,2021-12-04 09:04:47,37.7333,-25.6667,61.52,82,75,2.3
478,Tazovskiy,RU,2021-12-04 09:04:47,67.4667,78.7,-26.63,99,54,7.05
479,Moa,CU,2021-12-04 09:04:47,20.6569,-74.9403,76.42,85,86,11.95
480,Port Blair,IN,2021-12-04 09:04:48,11.6667,92.75,81.25,78,23,12.86
481,Hofn,IS,2021-12-04 09:04:48,64.2539,-15.2082,30.63,55,0,10.16
482,Taian,CN,2021-12-04 09:04:49,36.1853,117.12,46.92,45,5,3.09
483,Goba,ET,2021-12-04 09:04:49,7.0167,39.9833,66.92,36,11,7.16
484,Muisne,EC,2021-12-04 09:04:49,0.6,-80.0333,74.14,88,100,9.13
485,Pak Phanang,TH,2021-12-04 09:04:50,8.3511,100.202,81.3,72,37,10.96
486,Tomatlan,MX,2021-12-04 09:04:50,19.9333,-105.25,69.82,96,17,2.15
487,Sobolevo,RU,2021-12-04 09:04:50,54.4299,31.8996,26.89,93,47,9.19
488,Sarangani,PH,2021-12-04 09:04:51,5.4033,125.4636,83.75,70,77,0.45
489,Turukhansk,RU,2021-12-04 09:04:51,65.8167,87.9833,-34.06,99,100,3.87
490,Manta,EC,2021-12-04 09:04:52,-0.95,-80.7333,73.18,88,90,6.91
491,Kualakapuas,ID,2021-12-04 09:04:52,-3.0091,114.3876,86.16,87,98,3.42
492,Ullapool,GB,2021-12-04 09:04:53,57.8987,-5.1604,40.95,85,100,8.46
493,Ribeira Grande,PT,2021-12-04 09:04:53,38.5167,-28.7,64.8,88,75,11.5
494,Bani Walid,LY,2021-12-04 09:04:53,31.7566,13.9942,55.13,54,21,25.61
495,Yeppoon,AU,2021-12-04 09:04:54,-23.1333,150.7333,80.38,72,0,9.89
496,Imbituba,BR,2021-12-04 09:01:52,-28.24,-48.6703,71.82,88,89,7.9
497,Kaina,NG,2021-12-04 09:04:54,12.6374,8.5873,80.2,18,12,9.42
498,Saurimo,AO,2021-12-04 09:04:55,-9.6608,20.3916,82.53,59,69,2.86
499,Odweyne,SO,2021-12-04 09:04:55,9.4092,45.064,80.31,21,0,16.15
500,Blagoyevo,RU,2021-12-04 09:04:55,63.3667,47.9167,2.5,79,100,13.62
501,Mitsamiouli,KM,2021-12-04 09:04:56,-11.3847,43.2844,83.77,70,5,7.63
502,Nadym,RU,2021-12-04 09:04:56,65.5333,72.5167,-6.18,97,100,4.41
503,Willmar,US,2021-12-04 09:04:57,45.1219,-95.0433,31.68,69,1,8.05
504,Oltu,TR,2021-12-04 09:04:57,40.5498,42.0013,39.36,53,0,3.29
505,Tall Kayf,TR,2021-12-04 09:04:57,37.0833,41.0667,55.74,41,75,6.91
506,Quelimane,MZ,2021-12-04 09:04:58,-17.8786,36.8883,96.46,32,0,13.78
507,Thinadhoo,MV,2021-12-04 09:04:58,0.5333,72.9333,81.73,79,73,11.52
508,Chake Chake,TZ,2021-12-04 09:04:59,-5.2459,39.7666,84.92,65,58,2.37
509,Dukat,RU,2021-12-04 09:04:59,62.55,155.55,-32.87,94,41,1.5
510,Maceio,BR,2021-12-04 09:05:59,-9.6658,-35.7353,80.04,89,75,4.61
511,Shenjiamen,CN,2021-12-04 09:05:25,29.9576,122.298,53.6,54,76,8.01
512,Tete,MZ,2021-12-04 09:06:00,-16.1564,33.5867,104.14,22,1,3.58
513,Hualmay,PE,2021-12-04 09:06:00,-11.0964,-77.6139,65.32,89,100,7.27
514,Palmer,US,2021-12-04 09:06:01,42.1584,-72.3287,29.43,69,1,0.0
515,Linxia,CN,2021-12-04 09:06:01,35.6003,103.2064,35.53,51,0,1.1
516,Sinarades,GR,2021-12-04 09:06:01,39.5647,19.8458,55.29,88,40,0.0
517,Kaputa,ZM,2021-12-04 09:06:02,-8.4689,29.6619,82.98,45,8,6.04
518,El Cobre,CU,2021-12-04 09:06:02,20.0489,-75.9469,76.44,78,20,10.36
519,Cascais,PT,2021-12-04 09:06:03,38.6979,-9.4215,58.05,83,75,15.01
520,Buchanan,LR,2021-12-04 09:06:03,5.8808,-10.0467,80.55,82,97,5.46
521,Tiznit,MA,2021-12-04 09:06:03,29.5833,-9.5,56.71,27,0,4.81
522,Shaowu,CN,2021-12-04 09:06:04,27.3409,117.4831,53.28,58,100,2.15
523,Xining,CN,2021-12-04 09:06:04,36.6167,101.7667,35.4,28,0,1.86
524,Terrace,CA,2021-12-04 09:04:15,54.5163,-128.6035,34.43,98,100,2.19
525,Odesskoye,RU,2021-12-04 09:06:05,54.2111,72.9651,30.24,87,89,12.93
526,Paita,PE,2021-12-04 09:06:05,-5.0892,-81.1144,64.53,90,93,9.15
527,Denpasar,ID,2021-12-04 09:06:06,-8.65,115.2167,83.86,83,75,9.22
528,Ketchikan,US,2021-12-04 09:06:06,55.3422,-131.6461,30.67,93,90,3.44
529,Muhos,FI,2021-12-04 09:06:07,64.808,25.9931,8.38,94,11,5.48
530,Tshane,BW,2021-12-04 09:06:07,-24.0196,21.8684,67.57,84,99,2.98
531,Vinukonda,IN,2021-12-04 09:06:07,16.05,79.75,84.83,47,93,6.82
532,Sanary-Sur-Mer,FR,2021-12-04 09:06:08,43.1178,5.8001,57.92,87,82,5.99
533,Cocobeach,GA,2021-12-04 09:06:08,1.0002,9.5823,84.13,74,100,5.64
534,Tupik,RU,2021-12-04 09:06:09,54.4253,119.9327,4.73,94,39,3.76
535,Miraflores,MX,2021-12-04 09:06:09,19.2167,-98.8083,54.03,72,58,2.13
536,Togur,RU,2021-12-04 09:06:09,58.3631,82.8265,24.53,86,100,12.84
537,Bulawayo,ZW,2021-12-04 09:06:10,-20.15,28.5833,91.11,23,0,11.18
538,Agua Branca,BR,2021-12-04 09:06:10,-5.8922,-42.6361,71.65,96,81,0.72
539,Matagami,CA,2021-12-04 09:06:11,49.7502,-77.6328,-14.53,100,95,3.4
540,Oudtshoorn,ZA,2021-12-04 09:06:11,-33.5907,22.2014,62.47,75,100,4.99
541,Yerofey Pavlovich,RU,2021-12-04 09:06:12,53.9667,121.9667,-0.53,97,21,0.87
542,Beloha,MG,2021-12-04 09:06:12,-25.1667,45.05,104.29,14,0,8.37
543,Cairns,AU,2021-12-04 09:06:12,-16.9167,145.7667,85.06,76,100,12.66
544,Cayenne,GF,2021-12-04 09:06:13,4.9333,-52.3333,76.08,88,0,2.3
545,Vernon,CA,2021-12-04 09:04:34,50.2581,-119.2691,36.14,83,100,0.22
546,Kaohsiung,TW,2021-12-04 09:01:51,22.6163,120.3133,73.35,56,40,5.99
547,Bereda,ES,2021-12-04 09:06:13,43.2686,-7.5406,52.14,100,94,4.45
548,Luena,AO,2021-12-04 09:06:14,-11.7833,19.9167,83.53,45,99,4.52
549,Yambio,SS,2021-12-04 09:06:14,4.5721,28.3955,85.39,49,95,2.64
550,Labuhan,ID,2021-12-04 09:06:15,-6.8844,112.2051,83.21,78,100,14.79
551,Sabang,ID,2021-12-04 09:06:15,5.8933,95.3214,81.52,77,95,17.98
552,Shihezi,CN,2021-12-04 09:06:16,44.3,86.0333,32.83,68,100,1.45
553,Sakaiminato,JP,2021-12-04 09:06:16,35.55,133.2333,47.86,66,100,19.1
554,La Libertad,EC,2021-12-04 09:06:17,-2.2333,-80.9,70.9,81,86,9.37
555,Makakilo City,US,2021-12-04 09:06:17,21.3469,-158.0858,70.12,67,1,4.61
556,Ati,TD,2021-12-04 09:02:12,13.2154,18.3353,87.82,15,2,10.51
557,Tongzi,CN,2021-12-04 09:07:18,28.7829,105.0877,61.09,58,91,4.23
558,Krasnyy Yar,RU,2021-12-04 09:07:18,46.5331,48.3456,46.33,81,95,13.91
559,Nicoya,CR,2021-12-04 09:07:18,10.1483,-85.452,74.34,81,41,9.26
560,Alice Springs,AU,2021-12-04 09:07:19,-23.7,133.8833,98.15,13,24,11.5
561,Barcelos,PT,2021-12-04 09:06:51,41.5388,-8.6151,57.34,95,98,7.9
562,Hannan,JP,2021-12-04 09:07:19,34.3217,135.2325,49.08,54,75,20.71
563,Vostok,RU,2021-12-04 09:07:20,46.4856,135.8833,-7.42,100,100,2.73
564,Pacific Grove,US,2021-12-04 09:06:38,36.6177,-121.9166,54.43,83,90,1.01
565,Wilmington,US,2021-12-04 09:07:20,34.2257,-77.9447,57.85,93,90,0.0
566,Lahaina,US,2021-12-04 09:07:21,20.8783,-156.6825,71.8,75,69,13.49
567,Pecos,US,2021-12-04 09:07:21,31.4229,-103.4932,52.3,53,1,11.5
568,Ostrov,RU,2021-12-04 09:07:22,57.3439,28.3537,20.93,92,42,4.14
569,Peace River,CA,2021-12-04 09:07:22,56.2501,-117.286,2.44,89,100,8.93
570,Varnavino,RU,2021-12-04 09:07:22,57.4035,45.0916,29.39,81,85,14.05
571,Saiki,JP,2021-12-04 09:07:23,32.95,131.9,47.59,61,4,18.25
572,Agirish,RU,2021-12-04 09:07:23,61.9247,63.0231,7.99,87,100,3.44
573,Phangnga,TH,2021-12-04 09:07:24,8.4509,98.5298,86.04,66,46,8.52
574,Beitbridge,ZW,2021-12-04 09:07:24,-22.2167,30.0,96.84,29,1,17.31
575,Kirakira,SB,2021-12-04 09:07:24,-10.4544,161.9205,80.55,81,66,2.06
576,Millau,FR,2021-12-04 09:07:25,44.0833,2.9167,48.4,95,100,11.3
577,Port Said,EG,2021-12-04 09:07:25,31.2565,32.2841,67.75,62,100,4.52
578,Wladyslawowo,PL,2021-12-04 09:07:25,54.7909,18.4009,35.94,91,100,14.7
579,Sao Bento,BR,2021-12-04 09:07:26,-6.2833,-37.75,75.16,73,37,9.73
580,Itarema,BR,2021-12-04 09:07:26,-2.9248,-39.9167,81.48,71,89,12.66
581,Saint-Pierre,RE,2021-12-04 09:07:27,-21.3393,55.4781,88.18,68,0,12.66
582,Omsukchan,RU,2021-12-04 09:07:27,62.5333,155.8,-32.57,91,37,3.13
583,Camden,US,2021-12-04 09:07:28,39.7835,-74.9663,43.57,65,100,1.01
584,Labrea,BR,2021-12-04 09:07:28,-7.2586,-64.7981,72.84,99,100,1.72
